Country Name,Country Code,Year,Value
"Korea, Dem. People’s Rep.",PRK,1992,0
"Korea, Dem. People’s Rep.",PRK,1997,-13932
"Korea, Dem. People’s Rep.",PRK,2002,-17190
"Korea, Dem. People’s Rep.",PRK,2007,-24681
"Korea, Dem. People’s Rep.",PRK,2012,-27013
"Korea, Rep.",KOR,1962,39834
"Korea, Rep.",KOR,1967,-48644
"Korea, Rep.",KOR,1972,-209905
"Korea, Rep.",KOR,1977,-165144
"Korea, Rep.",KOR,1982,93035
"Korea, Rep.",KOR,1987,170623
"Korea, Rep.",KOR,1992,71504
"Korea, Rep.",KOR,1997,159339
"Korea, Rep.",KOR,2002,81291
"Korea, Rep.",KOR,2007,-156535
"Korea, Rep.",KOR,2012,169634
Kuwait,KWT,1962,137000
Kuwait,KWT,1967,146600
Kuwait,KWT,1972,95836
Kuwait,KWT,1977,141100
Kuwait,KWT,1982,115340
Kuwait,KWT,1987,119768
Kuwait,KWT,1992,-655000
Kuwait,KWT,1997,242000
Kuwait,KWT,2002,26500
Kuwait,KWT,2007,479500
Kuwait,KWT,2012,670000
Kyrgyz Republic,KGZ,1962,103107
Kyrgyz Republic,KGZ,1967,104185
Kyrgyz Republic,KGZ,1972,-12065
Kyrgyz Republic,KGZ,1977,-45839
Kyrgyz Republic,KGZ,1982,-54162
Kyrgyz Republic,KGZ,1987,-126883
Kyrgyz Republic,KGZ,1992,-276249
Kyrgyz Republic,KGZ,1997,-27268
Kyrgyz Republic,KGZ,2002,-172911
Kyrgyz Republic,KGZ,2007,-76604
Kyrgyz Republic,KGZ,2012,-137902
Lao PDR,LAO,1962,76
Lao PDR,LAO,1967,30
Lao PDR,LAO,1972,46
Lao PDR,LAO,1977,-198756
Lao PDR,LAO,1982,-35110
Lao PDR,LAO,1987,138
Lao PDR,LAO,1992,-60567
Lao PDR,LAO,1997,-134746
Lao PDR,LAO,2002,-148100
Lao PDR,LAO,2007,-110258
Lao PDR,LAO,2012,-177488
Latvia,LVA,1962,79651
Latvia,LVA,1967,70780
Latvia,LVA,1972,54668
Latvia,LVA,1977,36327
Latvia,LVA,1982,30762
Latvia,LVA,1987,41910
Latvia,LVA,1992,-116474
Latvia,LVA,1997,-46601
Latvia,LVA,2002,-72490
Latvia,LVA,2007,-86594
Latvia,LVA,2012,-83325
Lebanon,LBN,1962,20000
Lebanon,LBN,1967,-70002
Lebanon,LBN,1972,-10000
Lebanon,LBN,1977,-270000
Lebanon,LBN,1982,-214381
Lebanon,LBN,1987,-228040
Lebanon,LBN,1992,90000
Lebanon,LBN,1997,-29428
Lebanon,LBN,2002,550110
Lebanon,LBN,2007,183370
Lebanon,LBN,2012,1250000
Lesotho,LSO,1962,-25000
Lesotho,LSO,1967,-22400
Lesotho,LSO,1972,-24048
Lesotho,LSO,1977,-6538
Lesotho,LSO,1982,-25760
Lesotho,LSO,1987,-62682
Lesotho,LSO,1992,-46345
Lesotho,LSO,1997,-74427
Lesotho,LSO,2002,-40000
Lesotho,LSO,2007,-40000
Lesotho,LSO,2012,-25000
Liberia,LBR,1962,7996
Liberia,LBR,1967,7996
Liberia,LBR,1972,10996
Liberia,LBR,1977,11949
Liberia,LBR,1982,0
Liberia,LBR,1987,-400000
Liberia,LBR,1992,-300000
Liberia,LBR,1997,450000
Liberia,LBR,2002,-50000
Liberia,LBR,2007,175585
Liberia,LBR,2012,-20000
Libya,LBY,1962,45891
Libya,LBY,1967,48002
Libya,LBY,1972,58665
Libya,LBY,1977,57534
Libya,LBY,1982,113380
Libya,LBY,1987,5490
Libya,LBY,1992,3965
Libya,LBY,1997,-57368
Libya,LBY,2002,-20569
Libya,LBY,2007,-118555
Libya,LBY,2012,-433403
Lithuania,LTU,1962,24715
Lithuania,LTU,1967,26314
Lithuania,LTU,1972,37782
Lithuania,LTU,1977,38815
Lithuania,LTU,1982,43804
Lithuania,LTU,1987,36863
Lithuania,LTU,1992,-100301
Lithuania,LTU,1997,-93925
Lithuania,LTU,2002,-99104
Lithuania,LTU,2007,-150930
Lithuania,LTU,2012,-146217
Luxembourg,LUX,1962,8527
Luxembourg,LUX,1967,5918
Luxembourg,LUX,1972,15284
Luxembourg,LUX,1977,11846
Luxembourg,LUX,1982,2552
Luxembourg,LUX,1987,12831
Luxembourg,LUX,1992,20040
Luxembourg,LUX,1997,19940
Luxembourg,LUX,2002,14473
Luxembourg,LUX,2007,42279
Luxembourg,LUX,2012,48704
"Macao SAR, China",MAC,1962,19062
"Macao SAR, China",MAC,1967,33602
"Macao SAR, China",MAC,1972,-10972
"Macao SAR, China",MAC,1977,-10034
"Macao SAR, China",MAC,1982,25146
"Macao SAR, China",MAC,1987,33466
"Macao SAR, China",MAC,1992,21845
"Macao SAR, China",MAC,1997,27867
"Macao SAR, China",MAC,2002,46284
"Macao SAR, China",MAC,2007,42381
"Macao SAR, China",MAC,2012,42350
"Macedonia, FYR",MKD,1962,-40940
"Macedonia, FYR",MKD,1967,-28981
"Macedonia, FYR",MKD,1972,-61002
"Macedonia, FYR",MKD,1977,-14749
"Macedonia, FYR",MKD,1982,-72752
"Macedonia, FYR",MKD,1987,-98818
"Macedonia, FYR",MKD,1992,-100107
"Macedonia, FYR",MKD,1997,-4999
"Macedonia, FYR",MKD,2002,-14572
"Macedonia, FYR",MKD,2007,-7399
"Macedonia, FYR",MKD,2012,-8853
Madagascar,MDG,1962,0
Madagascar,MDG,1967,-8000
Madagascar,MDG,1972,-19000
Madagascar,MDG,1977,-30000
Madagascar,MDG,1982,-10000
Madagascar,MDG,1987,-10000
Madagascar,MDG,1992,-9500
Madagascar,MDG,1997,-8500
Madagascar,MDG,2002,-7500
Madagascar,MDG,2007,-7500
Madagascar,MDG,2012,-7500
Malawi,MWI,1962,-61928
Malawi,MWI,1967,-61928
Malawi,MWI,1972,-52404
Malawi,MWI,1977,-33348
Malawi,MWI,1982,-28605
Malawi,MWI,1987,893196
Malawi,MWI,1992,-938900
Malawi,MWI,1997,-36820
Malawi,MWI,2002,-36820
Malawi,MWI,2007,-36820
Malawi,MWI,2012,-30000
Malaysia,MYS,1962,-48864
Malaysia,MYS,1967,-134701
Malaysia,MYS,1972,-131509
Malaysia,MYS,1977,-6950
Malaysia,MYS,1982,-71370
Malaysia,MYS,1987,435408
Malaysia,MYS,1992,298812
Malaysia,MYS,1997,494721
Malaysia,MYS,2002,645533
Malaysia,MYS,2007,711297
Malaysia,MYS,2012,781650
Maldives,MDV,1962,-581
Maldives,MDV,1967,-2904
Maldives,MDV,1972,2415
Maldives,MDV,1977,0
Maldives,MDV,1982,0
Maldives,MDV,1987,-2605
Maldives,MDV,1992,-3072
Maldives,MDV,1997,-1100
Maldives,MDV,2002,13811
Maldives,MDV,2007,17994
Maldives,MDV,2012,21916
Mali,MLI,1962,-70243
Mali,MLI,1967,-98235
Mali,MLI,1972,-95585
Mali,MLI,1977,-174998
Mali,MLI,1982,-218064
Mali,MLI,1987,-480652
Mali,MLI,1992,-173489
Mali,MLI,1997,-141950
Mali,MLI,2002,-67110
Mali,MLI,2007,-100823
Mali,MLI,2012,-302449
Malta,MLT,1962,-11710
Malta,MLT,1967,-12601
Malta,MLT,1972,-9682
Malta,MLT,1977,-4843
Malta,MLT,1982,2856
Malta,MLT,1987,1159
Malta,MLT,1992,3787
Malta,MLT,1997,6378
Malta,MLT,2002,5521
Malta,MLT,2007,6630
Malta,MLT,2012,9447
Mauritania,MRT,1962,-1820
Mauritania,MRT,1967,-2760
Mauritania,MRT,1972,-5950
Mauritania,MRT,1977,-9700
Mauritania,MRT,1982,-16100
Mauritania,MRT,1987,-30300
Mauritania,MRT,1992,-29997
Mauritania,MRT,1997,13000
Mauritania,MRT,2002,7004
Mauritania,MRT,2007,10005
Mauritania,MRT,2012,40000
Mauritius,MUS,1962,-30869
Mauritius,MUS,1967,-29156
Mauritius,MUS,1972,-20463
Mauritius,MUS,1977,-20617
Mauritius,MUS,1982,-21632
Mauritius,MUS,1987,-35977
Mauritius,MUS,1992,-5611
Mauritius,MUS,1997,-8858
Mauritius,MUS,2002,-19372
Mauritius,MUS,2007,-12079
Mauritius,MUS,2012,-12079
Mexico,MEX,1962,-411004
Mexico,MEX,1967,-620001
Mexico,MEX,1972,-899999
Mexico,MEX,1977,-1186998
Mexico,MEX,1982,-1519000
Mexico,MEX,1987,-1785998
Mexico,MEX,1992,-1302868
Mexico,MEX,1997,-2354719
Mexico,MEX,2002,-2911437
Mexico,MEX,2007,-246002
Mexico,MEX,2012,-300000
"Micronesia, Fed. Sts.",FSM,1962,0
"Micronesia, Fed. Sts.",FSM,1967,0
"Micronesia, Fed. Sts.",FSM,1972,-7997
"Micronesia, Fed. Sts.",FSM,1977,-548
"Micronesia, Fed. Sts.",FSM,1982,0
"Micronesia, Fed. Sts.",FSM,1987,-2461
"Micronesia, Fed. Sts.",FSM,1992,-2234
"Micronesia, Fed. Sts.",FSM,1997,-13618
"Micronesia, Fed. Sts.",FSM,2002,-12850
"Micronesia, Fed. Sts.",FSM,2007,-12132
"Micronesia, Fed. Sts.",FSM,2012,-8192
Moldova,MDA,1962,100890
Moldova,MDA,1967,74449
Moldova,MDA,1972,55824
Moldova,MDA,1977,-26414
Moldova,MDA,1982,-9185
Moldova,MDA,1987,-84531
Moldova,MDA,1992,-131953
Moldova,MDA,1997,-165309
Moldova,MDA,2002,-12079
Moldova,MDA,2007,-47911
Moldova,MDA,2012,-9529
Mongolia,MNG,1962,0
Mongolia,MNG,1967,0
Mongolia,MNG,1972,0
Mongolia,MNG,1977,0
Mongolia,MNG,1982,0
Mongolia,MNG,1987,0
Mongolia,MNG,1992,-88432
Mongolia,MNG,1997,-52463
Mongolia,MNG,2002,-15001
Mongolia,MNG,2007,-15001
Mongolia,MNG,2012,-15001
Montenegro,MNE,1962,-2001
Montenegro,MNE,1967,-53773
Montenegro,MNE,1972,-2001
Montenegro,MNE,1977,-7401
Montenegro,MNE,1982,-2001
Montenegro,MNE,1987,-29965
Montenegro,MNE,1992,-20249
Montenegro,MNE,1997,-21588
Montenegro,MNE,2002,-7999
Montenegro,MNE,2007,-683
Montenegro,MNE,2012,-3112
Morocco,MAR,1962,-240922
Morocco,MAR,1967,-477753
Morocco,MAR,1972,-497677
Morocco,MAR,1977,-293328
Morocco,MAR,1982,-320659
Morocco,MAR,1987,-418575
Morocco,MAR,1992,-466627
Morocco,MAR,1997,-559380
Morocco,MAR,2002,-654821
Morocco,MAR,2007,-565140
Morocco,MAR,2012,-307108
Mozambique,MOZ,1962,-23500
Mozambique,MOZ,1967,-23500
Mozambique,MOZ,1972,-23500
Mozambique,MOZ,1977,87373
Mozambique,MOZ,1982,-373366
Mozambique,MOZ,1987,-1300000
Mozambique,MOZ,1992,650000
Mozambique,MOZ,1997,-50000
Mozambique,MOZ,2002,30004
Mozambique,MOZ,2007,-40000
Mozambique,MOZ,2012,-25000
Myanmar,MMR,1962,0
Myanmar,MMR,1967,0
Myanmar,MMR,1972,0
Myanmar,MMR,1977,0
Myanmar,MMR,1982,-54656
Myanmar,MMR,1987,-200000
Myanmar,MMR,1992,-699993
Myanmar,MMR,1997,-537998
Myanmar,MMR,2002,-1247687
Myanmar,MMR,2007,-1466799
Myanmar,MMR,2012,-474278
Namibia,NAM,1962,0
Namibia,NAM,1967,-870
Namibia,NAM,1972,-2825
Namibia,NAM,1977,-44585
Namibia,NAM,1982,-29139
Namibia,NAM,1987,74791
Namibia,NAM,1992,23492
Namibia,NAM,1997,35497
Namibia,NAM,2002,-50000
Namibia,NAM,2007,-50000
Namibia,NAM,2012,-1371
Nepal,NPL,1962,-70000
Nepal,NPL,1967,-21075
Nepal,NPL,1972,-5799
Nepal,NPL,1977,-41002
Nepal,NPL,1982,-101147
Nepal,NPL,1987,-216407
Nepal,NPL,1992,76064
Nepal,NPL,1997,-464703
Nepal,NPL,2002,-797844
Nepal,NPL,2007,-1023896
Nepal,NPL,2012,-372369
Netherlands,NLD,1962,11589
Netherlands,NLD,1967,54636
Netherlands,NLD,1972,186745
Netherlands,NLD,1977,145804
Netherlands,NLD,1982,71525
Netherlands,NLD,1987,139748
Netherlands,NLD,1992,186409
Netherlands,NLD,1997,178553
Netherlands,NLD,2002,146020
Netherlands,NLD,2007,65713
Netherlands,NLD,2012,62687
New Caledonia,NCL,1962,3347
New Caledonia,NCL,1967,1406
New Caledonia,NCL,1972,8190
New Caledonia,NCL,1977,30
New Caledonia,NCL,1982,-3292
New Caledonia,NCL,1987,-488
New Caledonia,NCL,1992,4435
New Caledonia,NCL,1997,6071
New Caledonia,NCL,2002,4771
New Caledonia,NCL,2007,4234
New Caledonia,NCL,2012,5660
New Zealand,NZL,1962,54391
New Zealand,NZL,1967,-2624
New Zealand,NZL,1972,76678
New Zealand,NZL,1977,-74794
New Zealand,NZL,1982,-2908
New Zealand,NZL,1987,-9418
New Zealand,NZL,1992,118016
New Zealand,NZL,1997,42584
New Zealand,NZL,2002,134629
New Zealand,NZL,2007,62413
New Zealand,NZL,2012,90895
Nicaragua,NIC,1962,-14003
Nicaragua,NIC,1967,-18997
Nicaragua,NIC,1972,-37999
Nicaragua,NIC,1977,-58001
Nicaragua,NIC,1982,-110002
Nicaragua,NIC,1987,-150001
Nicaragua,NIC,1992,-120001
Nicaragua,NIC,1997,-145000
Nicaragua,NIC,2002,-173998
Nicaragua,NIC,2007,-155000
Nicaragua,NIC,2012,-135000
Niger,NER,1962,-11545
Niger,NER,1967,-11545
Niger,NER,1972,-13763
Niger,NER,1977,-18138
Niger,NER,1982,-92946
Niger,NER,1987,-91917
Niger,NER,1992,-2679
Niger,NER,1997,24056
Niger,NER,2002,-28497
Niger,NER,2007,-28497
Niger,NER,2012,-28497
Nigeria,NGA,1962,1021
Nigeria,NGA,1967,-43347
Nigeria,NGA,1972,-38526
Nigeria,NGA,1977,854649
Nigeria,NGA,1982,-671640
Nigeria,NGA,1987,-91407
Nigeria,NGA,1992,-95769
Nigeria,NGA,1997,-95027
Nigeria,NGA,2002,-170000
Nigeria,NGA,2007,-300000
Nigeria,NGA,2012,-300000
Norway,NOR,1962,-2274
Norway,NOR,1967,4178
Norway,NOR,1972,15870
Norway,NOR,1977,20728
Norway,NOR,1982,24805
Norway,NOR,1987,38715
Norway,NOR,1992,46903
Norway,NOR,1997,58773
Norway,NOR,2002,67400
Norway,NOR,2007,163433
Norway,NOR,2012,221814
Oman,OMN,1962,-10000
Oman,OMN,1967,-5000
Oman,OMN,1972,25470
Oman,OMN,1977,76409
Oman,OMN,1982,81500
Oman,OMN,1987,11169
Oman,OMN,1992,104700
Oman,OMN,1997,-193372
Oman,OMN,2002,15000
Oman,OMN,2007,267000
Oman,OMN,2012,817500
Pakistan,PAK,1962,-93268
Pakistan,PAK,1967,-209978
Pakistan,PAK,1972,-138106
Pakistan,PAK,1977,700000
Pakistan,PAK,1982,1395238
Pakistan,PAK,1987,139790
Pakistan,PAK,1992,-1003727
Pakistan,PAK,1997,-728632
Pakistan,PAK,2002,-671488
Pakistan,PAK,2007,-1396377
Pakistan,PAK,2012,-1181920
Panama,PAN,1962,-11928
Panama,PAN,1967,-12692
Panama,PAN,1972,-12288
Panama,PAN,1977,-14077
Panama,PAN,1982,-12704
Panama,PAN,1987,-9395
Panama,PAN,1992,1954
Panama,PAN,1997,9797
Panama,PAN,2002,16119
Panama,PAN,2007,22244
Panama,PAN,2012,28105
Papua New Guinea,PNG,1962,-5997
Papua New Guinea,PNG,1967,2001
Papua New Guinea,PNG,1972,-5000
Papua New Guinea,PNG,1977,-3998
Papua New Guinea,PNG,1982,-3000
Papua New Guinea,PNG,1987,-1996
Papua New Guinea,PNG,1992,-1996
Papua New Guinea,PNG,1997,-1996
Papua New Guinea,PNG,2002,-1001
Papua New Guinea,PNG,2007,-1001
Papua New Guinea,PNG,2012,-1001
Paraguay,PRY,1962,-70580
Paraguay,PRY,1967,-65825
Paraguay,PRY,1972,-58830
Paraguay,PRY,1977,-46331
Paraguay,PRY,1982,-21209
Paraguay,PRY,1987,-17242
Paraguay,PRY,1992,-31049
Paraguay,PRY,1997,-43861
Paraguay,PRY,2002,-46919
Paraguay,PRY,2007,-117299
Paraguay,PRY,2012,-86700
Peru,PER,1962,-30000
Peru,PER,1967,-50003
Peru,PER,1972,-87999
Peru,PER,1977,-98998
Peru,PER,1982,-117998
Peru,PER,1987,-185001
Peru,PER,1992,-293999
Peru,PER,1997,-540001
Peru,PER,2002,-634999
Peru,PER,2007,-489999
Peru,PER,2012,-240000
Philippines,PHL,1962,364
Philippines,PHL,1967,-271845
Philippines,PHL,1972,-237734
Philippines,PHL,1977,-313636
Philippines,PHL,1982,-176673
Philippines,PHL,1987,-298756
Philippines,PHL,1992,-504878
Philippines,PHL,1997,-765620
Philippines,PHL,2002,-1097371
Philippines,PHL,2007,-1500002
Philippines,PHL,2012,-650000
Poland,POL,1962,-62544
Poland,POL,1967,-143114
Poland,POL,1972,-170903
Poland,POL,1977,-106595
Poland,POL,1982,-119193
Poland,POL,1987,-304973
Poland,POL,1992,-159999
Poland,POL,1997,-85199
Poland,POL,2002,-183471
Poland,POL,2007,-178456
Poland,POL,2012,-73997
Portugal,PRT,1962,-547884
Portugal,PRT,1967,-701600
Portugal,PRT,1972,108187
Portugal,PRT,1977,198629
Portugal,PRT,1982,-66894
Portugal,PRT,1987,-147873
Portugal,PRT,1992,149122
Portugal,PRT,1997,173604
Portugal,PRT,2002,178353
Portugal,PRT,2007,92133
Portugal,PRT,2012,-140000
Puerto Rico,PRI,1962,-91587
Puerto Rico,PRI,1967,-134255
Puerto Rico,PRI,1972,-41031
Puerto Rico,PRI,1977,-19579
Puerto Rico,PRI,1982,-48420
Puerto Rico,PRI,1987,-55192
Puerto Rico,PRI,1992,-296
Puerto Rico,PRI,1997,-30450
Puerto Rico,PRI,2002,-145704
Puerto Rico,PRI,2007,-138043
Puerto Rico,PRI,2012,-103530
Qatar,QAT,1962,16393
Qatar,QAT,1967,21061
Qatar,QAT,1972,34368
Qatar,QAT,1977,28387
Qatar,QAT,1982,102097
Qatar,QAT,1987,57517
Qatar,QAT,1992,-10132
Qatar,QAT,1997,29506
Qatar,QAT,2002,213916
Qatar,QAT,2007,841300
Qatar,QAT,2012,602000
Romania,ROU,1962,-2001
Romania,ROU,1967,-2001
Romania,ROU,1972,-2001
Romania,ROU,1977,-99999
Romania,ROU,1982,-200000
Romania,ROU,1987,-200000
Romania,ROU,1992,-520001
Romania,ROU,1997,-610000
Romania,ROU,2002,-468204
Romania,ROU,2007,-774651
Romania,ROU,2012,-299997
Russian Federation,RUS,1962,-1394343
Russian Federation,RUS,1967,-553217
Russian Federation,RUS,1972,-290289
Russian Federation,RUS,1977,639801
Russian Federation,RUS,1982,1107000
Russian Federation,RUS,1987,906615
Russian Federation,RUS,1992,2519717
Russian Federation,RUS,1997,2308220
Russian Federation,RUS,2002,1735324
Russian Federation,RUS,2007,2157349
Russian Federation,RUS,2012,1017884
Rwanda,RWA,1962,-140001
Rwanda,RWA,1967,20000
Rwanda,RWA,1972,-20000
Rwanda,RWA,1977,-20000
Rwanda,RWA,1982,-50002
Rwanda,RWA,1987,29999
Rwanda,RWA,1992,-1347866
Rwanda,RWA,1997,1210134
Rwanda,RWA,2002,-72601
Rwanda,RWA,2007,-79101
Rwanda,RWA,2012,-79101
Samoa,WSM,1962,-1453
Samoa,WSM,1967,-5043
Samoa,WSM,1972,-13312
Samoa,WSM,1977,-17563
Samoa,WSM,1982,-17430
Samoa,WSM,1987,-18654
Samoa,WSM,1992,-13724
Samoa,WSM,1997,-17300
Samoa,WSM,2002,-15726
Samoa,WSM,2007,-15371
Samoa,WSM,2012,-12690
Sao Tome and Principe,STP,1962,-9152
Sao Tome and Principe,STP,1967,-744
Sao Tome and Principe,STP,1972,-2509
Sao Tome and Principe,STP,1977,-1221
Sao Tome and Principe,STP,1982,-5999
Sao Tome and Principe,STP,1987,-5999
Sao Tome and Principe,STP,1992,-5599
Sao Tome and Principe,STP,1997,-8293
Sao Tome and Principe,STP,2002,-5599
Sao Tome and Principe,STP,2007,-5599
Sao Tome and Principe,STP,2012,-5599
Saudi Arabia,SAU,1962,125989
Saudi Arabia,SAU,1967,187007
Saudi Arabia,SAU,1972,491874
Saudi Arabia,SAU,1977,821335
Saudi Arabia,SAU,1982,1391626
Saudi Arabia,SAU,1987,730000
Saudi Arabia,SAU,1992,-110000
Saudi Arabia,SAU,1997,-350000
Saudi Arabia,SAU,2002,730000
Saudi Arabia,SAU,2007,995000
Saudi Arabia,SAU,2012,1590000
Senegal,SEN,1962,50002
Senegal,SEN,1967,86522
Senegal,SEN,1972,65586
Senegal,SEN,1977,-134783
Senegal,SEN,1982,-85108
Senegal,SEN,1987,-60291
Senegal,SEN,1992,-70008
Senegal,SEN,1997,-209864
Senegal,SEN,2002,-151131
Senegal,SEN,2007,-166051
Senegal,SEN,2012,-99996
Serbia,SRB,1992,178348
Serbia,SRB,1997,-495902
Serbia,SRB,2002,-276331
Serbia,SRB,2007,-116385
Serbia,SRB,2012,-99999
Seychelles,SYC,1962,-851
Seychelles,SYC,1967,-998
Seychelles,SYC,1972,230
Seychelles,SYC,1977,-200
Seychelles,SYC,1982,-3099
Seychelles,SYC,1987,-5295
Seychelles,SYC,1992,625
Seychelles,SYC,1997,-135
Seychelles,SYC,2002,2513
Seychelles,SYC,2007,-2511
Seychelles,SYC,2012,-2201
Sierra Leone,SLE,1962,0
Sierra Leone,SLE,1967,0
Sierra Leone,SLE,1972,0
Sierra Leone,SLE,1977,0
Sierra Leone,SLE,1982,0
Sierra Leone,SLE,1987,62745
Sierra Leone,SLE,1992,-450000
Sierra Leone,SLE,1997,-150000
Sierra Leone,SLE,2002,500000
Sierra Leone,SLE,2007,60000
Sierra Leone,SLE,2012,-21000
Singapore,SGP,1962,428
Singapore,SGP,1967,-363
Singapore,SGP,1972,5889
Singapore,SGP,1977,14266
Singapore,SGP,1982,137811
Singapore,SGP,1987,119801
Singapore,SGP,1992,248927
Singapore,SGP,1997,255243
Singapore,SGP,2002,435595
Singapore,SGP,2007,449245
Singapore,SGP,2012,337932
Slovak Republic,SVK,1962,-26427
Slovak Republic,SVK,1967,-57838
Slovak Republic,SVK,1972,-15254
Slovak Republic,SVK,1977,-9696
Slovak Republic,SVK,1982,-34777
Slovak Republic,SVK,1987,-35312
Slovak Republic,SVK,1992,-15108
Slovak Republic,SVK,1997,-2964
Slovak Republic,SVK,2002,1199
Slovak Republic,SVK,2007,-8855
Slovak Republic,SVK,2012,11346
Slovenia,SVN,1962,-22059
Slovenia,SVN,1967,-14950
Slovenia,SVN,1972,17942
Slovenia,SVN,1977,34686
Slovenia,SVN,1982,68363
Slovenia,SVN,1987,32609
Slovenia,SVN,1992,-17461
Slovenia,SVN,1997,1487
Slovenia,SVN,2002,14998
Slovenia,SVN,2007,39348
Slovenia,SVN,2012,16571
Solomon Islands,SLB,1962,2348
Solomon Islands,SLB,1967,2188
Solomon Islands,SLB,1972,2118
Solomon Islands,SLB,1977,182
Solomon Islands,SLB,1982,0
Solomon Islands,SLB,1987,-1832
Solomon Islands,SLB,1992,-971
Solomon Islands,SLB,1997,-677
Solomon Islands,SLB,2002,-4898
Solomon Islands,SLB,2007,-11896
Solomon Islands,SLB,2012,-11868
Somalia,SOM,1962,-1328
Somalia,SOM,1967,1910
Somalia,SOM,1972,0
Somalia,SOM,1977,1870372
Somalia,SOM,1982,-400890
Somalia,SOM,1987,-399700
Somalia,SOM,1992,-806214
Somalia,SOM,1997,-101684
Somalia,SOM,2002,-183096
Somalia,SOM,2007,-186250
Somalia,SOM,2012,-226869
South Africa,ZAF,1962,106550
South Africa,ZAF,1967,198515
South Africa,ZAF,1972,226600
South Africa,ZAF,1977,73316
South Africa,ZAF,1982,180998
South Africa,ZAF,1987,-129050
South Africa,ZAF,1992,739500
South Africa,ZAF,1997,313500
South Africa,ZAF,2002,596000
South Africa,ZAF,2007,627500
South Africa,ZAF,2012,806500
South Sudan,SSD,1962,0
South Sudan,SSD,1967,0
South Sudan,SSD,1972,25000
South Sudan,SSD,1977,60000
South Sudan,SSD,1982,150000
South Sudan,SSD,1987,-405000
South Sudan,SSD,1992,-1076000
South Sudan,SSD,1997,400000
South Sudan,SSD,2002,432000
South Sudan,SSD,2007,785000
South Sudan,SSD,2012,425000
Spain,ESP,1962,-193807
Spain,ESP,1967,-145936
Spain,ESP,1972,96990
Spain,ESP,1977,76903
Spain,ESP,1982,-43292
Spain,ESP,1987,-67680
Spain,ESP,1992,319270
Spain,ESP,1997,905020
Spain,ESP,2002,2838240
Spain,ESP,2007,2259000
Spain,ESP,2012,-570000
Sri Lanka,LKA,1962,-47500
Sri Lanka,LKA,1967,-38500
Sri Lanka,LKA,1972,-145000
Sri Lanka,LKA,1977,-237500
Sri Lanka,LKA,1982,-395500
Sri Lanka,LKA,1987,-137440
Sri Lanka,LKA,1992,-255780
Sri Lanka,LKA,1997,-461684
Sri Lanka,LKA,2002,-449480
Sri Lanka,LKA,2007,-520065
Sri Lanka,LKA,2012,-484772
St. Lucia,LCA,1962,-9372
St. Lucia,LCA,1967,-7697
St. Lucia,LCA,1972,-9649
St. Lucia,LCA,1977,-8932
St. Lucia,LCA,1982,-8141
St. Lucia,LCA,1987,-4262
St. Lucia,LCA,1992,-4806
St. Lucia,LCA,1997,-948
St. Lucia,LCA,2002,-227
St. Lucia,LCA,2007,2850
St. Lucia,LCA,2012,40
St. Vincent and the Grenadines,VCT,1962,-9326
St. Vincent and the Grenadines,VCT,1967,-10014
St. Vincent and the Grenadines,VCT,1972,-8792
St. Vincent and the Grenadines,VCT,1977,-7257
St. Vincent and the Grenadines,VCT,1982,-7345
St. Vincent and the Grenadines,VCT,1987,-7103
St. Vincent and the Grenadines,VCT,1992,-8682
St. Vincent and the Grenadines,VCT,1997,-7948
St. Vincent and the Grenadines,VCT,2002,-5200
St. Vincent and the Grenadines,VCT,2007,-5122
St. Vincent and the Grenadines,VCT,2012,-5000
Sudan,SDN,1962,0
Sudan,SDN,1967,0
Sudan,SDN,1972,20002
Sudan,SDN,1977,180000
Sudan,SDN,1982,219998
Sudan,SDN,1987,150000
Sudan,SDN,1992,653484
Sudan,SDN,1997,-633001
Sudan,SDN,2002,-546005
Sudan,SDN,2007,-1078146
Sudan,SDN,2012,-589384
Suriname,SUR,1962,-11050
Suriname,SUR,1967,-13862
Suriname,SUR,1972,-56820
Suriname,SUR,1977,-40352
Suriname,SUR,1982,-31771
Suriname,SUR,1987,-4845
Suriname,SUR,1992,-5195
Suriname,SUR,1997,-10189
Suriname,SUR,2002,-9124
Suriname,SUR,2007,-6485
Suriname,SUR,2012,-5000
Swaziland,SWZ,1962,-9908
Swaziland,SWZ,1967,-9472
Swaziland,SWZ,1972,-7872
Swaziland,SWZ,1977,-9472
Swaziland,SWZ,1982,-14496
Swaziland,SWZ,1987,17149
Swaziland,SWZ,1992,-38243
Swaziland,SWZ,1997,-12000
Swaziland,SWZ,2002,-46077
Swaziland,SWZ,2007,-6000
Swaziland,SWZ,2012,-6000
Sweden,SWE,1962,80351
Sweden,SWE,1967,130980
Sweden,SWE,1972,18798
Sweden,SWE,1977,88567
Sweden,SWE,1982,29799
Sweden,SWE,1987,134569
Sweden,SWE,1992,156460
Sweden,SWE,1997,58470
Sweden,SWE,2002,141723
Sweden,SWE,2007,262453
Sweden,SWE,2012,253958
Switzerland,CHE,1962,276181
Switzerland,CHE,1967,92978
Switzerland,CHE,1972,25185
Switzerland,CHE,1977,-135365
Switzerland,CHE,1982,81040
Switzerland,CHE,1987,130857
Switzerland,CHE,1992,247406
Switzerland,CHE,1997,65218
Switzerland,CHE,2002,186125
Switzerland,CHE,2007,344872
Switzerland,CHE,2012,397267
Syrian Arab Republic,SYR,1962,-16000
